"","sample","SUVA254","SR","fresh","HIX","comp1_per","comp2_per","comp3_per","comp4_per","comp5_per"
"1","SWHSWT1",2.72891084762919,1.05051910735809,0.72858692993679,0.886530238122718,46.6825080319059,24.0440894464331,10.3256636268392,11.0044999268886,7.94323896793316
"2","SWHSWT2",2.68034064752801,1.06797826555773,0.738739609603275,0.887405373930979,46.584667896057,24.1065026564611,10.4449308393021,11.1114950979527,7.75240351022699
"3","SWHSWT3",2.56639554988777,1.11120475123153,0.737810140262816,0.8867795520267,46.5928245171867,24.1415334684404,10.2400869387093,11.0766907740388,7.94886430162484
"4","SWHSWT4",2.63009297684036,1.06100206432802,0.738076876986834,0.887587298016157,46.4859870150219,24.1740729170164,10.2119390383233,11.1158852899267,8.01211573971174
"5","SWHSWT5",2.59617925391176,1.0643768574663,0.735764581589796,0.88389393972439,46.255693048464,24.1305359971069,10.3510528791631,11.1501569723393,8.11256110292676
"6","SWHSWT6",2.67428851697398,1.10096476523002,0.735861258864126,0.885392958701416,46.2196535528179,24.1405984480821,10.3074685187027,11.1069541863916,8.22532529400571
"7","SWHSWT7",2.56472351127599,1.05073644711659,0.733310096406566,0.885527487975306,46.0693359375283,23.8379165473282,10.5216876275588,11.4514586177464,8.11960126983833
"8","SWHSWT8",2.73140849554942,1.0397263908434,0.693508700468844,0.88311714762216,46.0029588900363,22.2708398711041,10.7253510129763,12.5999146809872,8.40093554489614
"9","SWHSWT9",2.79570217348985,0.992384285311044,0.673256253572214,0.882700338630804,45.4478402634286,21.2343497002271,11.5697676394754,13.5485340847128,8.19950831215601
"10","SWHSWT10",2.66290243937298,0.959827819192623,0.662254755952005,0.883918197357126,45.5933639588271,20.8926897018883,11.5920634368477,13.6269245624566,8.29495833998026
"11","SWHSWT11",2.5297845520249,1.08333160529027,0.729983858723541,0.883693002286116,46.4614170034695,24.108586639808,10.1780258735369,11.3044500659855,7.94752041720012
"12","SWHSWT12",2.58420843763418,1.07875375874365,0.736325419535157,0.88563296162302,46.4030779044759,24.1100744198812,10.2612985656018,11.2147388538115,8.01081025622961
"13","SWHSWT13",2.54765683410705,1.06607913832579,0.736137896361854,0.888160262403628,46.4458642182519,24.1132096659523,10.2313021548716,11.25185287307,7.95777108785422
"14","SWHSWT14",2.45582065393753,1.03759228518428,0.739113210394352,0.891611552016182,46.5373923107113,24.1698634379817,10.3066370224019,11.2658767563808,7.72023047252447
"15","SWHSWT15",2.57638294170146,1.05563829387812,0.734814344704091,0.88415432911559,46.2712147083455,23.6878737728409,10.3573423522956,11.3623699416836,8.3211992248344
"16","SWHSWT16",2.43888130550543,1.05250520697605,0.73501927518453,0.879034087595577,46.0519356060415,23.788803404799,10.115199737514,11.1810421959242,8.86301905572132
"17","SWHSWT17",2.57448936993378,1.0574731909959,0.737194570239643,0.874929711931337,46.1760823823146,24.0348672379445,10.252832836675,11.2039374650853,8.33228007798058
"18","SWHSWT18",2.64580144513209,1.06415266478151,0.734284181373733,0.882294463420921,46.7449842062945,23.9115968117115,10.3122555516267,11.0001709281395,8.03099250222783
"19","SWHSWT19",2.67407522090559,1.06251597644949,0.728896641153585,0.884030400898736,46.4351196652732,23.6036114250126,10.494631132231,11.447534842359,8.01910293512415
"20","SWHSWT1P",2.7280462174954,1.08679871120869,0.725068243254799,0.88197544000785,46.7007404715808,23.7313645559803,10.2943027228516,11.1388903449424,8.13470190464493
"21","SWHSWT20",2.9006469226246,0.983923858325112,0.683987450538635,0.888899162013745,46.4415143713593,21.9966458145991,11.081996160223,12.8347394877073,7.64510416611121
"22","SWHSWT21",2.92824555542241,0.954817375899768,0.681371204133272,0.885719475173732,46.2051998945297,21.7988507917679,11.3381580327689,13.0737555973039,7.5840356836297
"23","SWHSWT22",2.89898270659543,0.982178402478378,0.684996805288918,0.878336900217266,45.5062483293482,21.4689250703098,11.2109668179159,13.3052611284975,8.50859865392868
"24","SWHSWT23",2.95049449158168,1.03736308469533,0.713238177867466,0.885071951449225,46.5278725853711,23.1356336096558,10.4565471089393,11.8860435306239,7.99390316540989
"25","SWHSWT24",2.27825627194557,1.0082709065303,0.727272275954764,0.88309384023427,46.6475446605298,23.8793463081418,10.2562313774428,11.0405268416764,8.17635081220917
"26","SWHSWT25",2.32592642980278,0.98719725416368,0.727339971210278,0.88589043965116,46.671327202892,23.8984103777999,10.3091956625062,11.2365766120704,7.88449014473147
"27","SWHSWT26",2.46564659632055,1.00419578427776,0.734766322995099,0.88828339005641,46.7348148319223,23.951216140675,10.33764748423,11.2003453235167,7.77597621965601
"28","SWHSWT27",2.57316550058075,0.993057866094007,0.735393317651754,0.892320750372176,46.6378894262073,24.0906599078265,10.3300872744309,11.2336474703968,7.70771592113851
"29","SWHSWT28",2.54902301456537,0.980728932282914,0.736980114788593,0.887600352308838,46.2289405377235,23.9833851315682,10.3313401388788,11.2451023303571,8.21123186147238
"30","SWHSWT29",2.4598922063695,0.980896549787496,0.736154464008817,0.888997427368641,46.5483742438914,24.0297875198158,10.3571790321181,11.1953852662656,7.86927393790927
"31","SWHSWT2P",2.7704187899314,1.09971211064555,0.726962240868352,0.888750634059826,46.9599379532634,23.670395031149,10.4608573176592,11.0546674579522,7.85414223997617
"32","SWHSWT30",2.43006056753277,0.972184185231263,0.738546130771906,0.887142525211547,46.4508940128335,23.9954871482179,10.3315832123591,11.1971930790825,8.02484254750693
"33","SWHSWT31",2.54095910733837,1.01372594082878,0.737667075876026,0.882871863705115,46.2103480387214,24.0063339691188,10.3641264141246,11.2106780080144,8.20851357002083
"34","SWHSWT32",2.59379078996208,0.970781670239808,0.719159379360725,0.885718025016393,46.4029036171113,23.3126974732516,10.6106156603722,11.658904821386,8.01487842787892
"35","SWHSWT33",2.86285251113596,0.937373900807592,0.693532221991265,0.887613774246887,46.4620036625086,22.2028748901315,11.0800336150753,12.6097800376953,7.64530779458924
"36","SWHSWT34",2.86141287098423,0.938737135640387,0.685530246694758,0.885885615174695,46.4939807086148,21.8205510986784,11.0156028498801,12.9322333874917,7.73763195533506
"37","SWHSWT35",2.56092418918243,0.966287364259869,0.70564976088568,0.886234045924607,46.6995817577655,23.1412698503884,10.4103546462566,12.0271030673497,7.72169067823987
"38","SWHSWT36",2.5558436428596,0.978133333382128,0.731010823321829,0.885246735428043,46.6614083041336,24.1409778239997,10.0955482400184,11.2010143338009,7.90105129804736
"39","SWHSWT37",2.59640320894801,0.983932786032916,0.730562305550917,0.876508521041701,46.3833150181729,23.9957325395348,10.1565478674501,11.1995022395956,8.26490233524659
"40","SWHSWT38",2.50474493323426,0.992297915537628,0.738085613661449,0.888278381431659,46.6716035428866,24.143005177403,10.2145972927995,11.1323416100765,7.83845237683427
"41","SWHSWT39",2.49881111479904,0.976471852701843,0.739377165404156,0.890079075362493,46.6890222162386,24.0627855319154,10.3087732259049,11.1531815866712,7.78623743926982
"42","SWHSWT40",2.46568951427423,0.999892217319848,0.735702317261888,0.888349674630107,46.5965582813656,24.1226494950099,10.313135329294,11.1192378344838,7.84841905984667
"43","SWHSWT41",2.46266253956226,0.980299054080861,0.7321441408029,0.887991561598782,46.5774804428899,24.03870974396,10.2427083297325,11.2419324774035,7.89916900601415
